ID,Reviews,Sentiment
195,শ্ৰেষ্ঠ নাটক,positive
196,আপুনি ইয়ালৈ অলপ সময়ৰ বাবে আহিব পাৰে আৰু ইছলামক আমন্ত্ৰণ নকৰিব কিয়নো ইয়ালৈ প্ৰাৰ্থনা কৰিবলৈ কোনেও নাহে,positive
197,ইমান ধুনীয়া নাটক এখন দিয়াৰ বাবে আৰিয়ান ভাইক বহুত ধন্যবাদ,positive
198,বৰ সুন্দৰ নাটক,positive
199,"এইখন মই দেখা আটাইতকৈ বেয়া নাটক,",negative
200,"নাটকখনৰ শেষৰ অশটো সুন্দৰ আছিল,",positive
201,এইটো ভাল আছিল কিন্তু তাত কবীৰ সিঙৰ এটা সোৱাদ আছে,positive
202,"শ্বাৱাৰ নাটক, ভোদা অভিনয় মেজাজ গৰম হল.",negative
203,ই নাটকৰ এক প্ৰকাৰ নহয়,negative
204,"কাহিনীটোত কোনো ভুল নাই এয়া সম্পূৰ্ণ ভাড়াৰ বাহিৰে আন একো নহয় পূৰ্বৰ মোছাৰফ কৰিম ধ্বস হৈ গল পৰিমাণ বৃদ্ধি হোৱাৰ লগে লগে, মানদণ্ড হ্ৰাস হয় এয়া স্বাভাৱিক তেও সঠিক সময়ত ভাল মানদণ্ডৰ নাটকত অভিনয় কৰিব লাগে তেও বহুত টকা উপাৰ্জন কৰিছে, সামান্য টকাত কাহিনীৰ নাটকত কাম কৰি সুনাম নষ্ট কৰি কি লাভ হব মোছাৰফ কৰিমৰ বৰ্তমানৰ নাটকবোৰ দেখি মোৰ বৰ দুখ লাগে অতীতত কিমানখন মহান নাটক দিয়া হৈছিল আজিৰ মোছাৰফ কৰিমক সচাকৈয়ে অচিনাকি যেন লাগিছে মই আনকি অতীতত মোছাৰফ কৰিমৰ এটা চিহ্নও বিচাৰি পোৱা নাই আশা কৰো, ভাল বুদ্ধিমত্তা উদ্ভৱ হব, অনাগত দিনবোৰত দৰ্শক দৰ্শকৰ পৰা বঞ্চিত নহব",negative
205,শলা বৰ বেয়া নাটক,negative
206,"এইটো সচাকৈয়ে ভাল আছিল, মই বহু সময়ৰ পিছত হাহিছিলো আমি আপোনাক অনুৰোধ জনাইছো যে আমাক এনেধৰণৰ আৰু নাটক উপহাৰ দিয়ক",positive
207,এইখন এখন সুন্দৰ নাটক মই অভিভূত হৈছো,positive
208,বোকা নাটক মানুহক হাহিবলৈ চেষ্টা কৰিলে কোনো লাভ নাই,negative
209,"এইটো বঢ়িয়া, ভাই. মই কেতিয়াও এনে নাটক দেখা নাই. ধন্যবাদ মিজানুৰ ৰহমান",positive
210,এইটো সচাকৈয়ে ভাল!,positive
211,উত্তম,positive
212,যদি মই আপোনাক শেষত আৱেগৰ চুমা এটা নিদিলোহেতেন তেন্তে কি হলহেতেন?,negative
213,সচাকৈয়ে এটা কৌতুক.,negative
214,কেৱল ৱাও!,positive
215,এটা কথা আচৰিত,positive
216,"এক কথাত কবলৈ গলে, অতুলনীয়",positive
217,কোন শ্ৰেষ্ঠ?,positive
218,Shamim Farhan Bhai এ মানুহক শিক্ষামূলক কিবা এটা দিয়ে সকলোৱে গোটেই জীৱন স্মৰণ কৰক এই অশ্লীল কথাবোৰ বেছি দিন নাথাকিব! ক্ৰমান্বয়ে বালা নাটকৰ প্ৰতি ঘৃণা বাঢ়িছে,negative
219,নিশু ভাই মেহজাবিন যুটি মানে ৱাহ মোৰ কাহিনীটো বহুত ভাল লাগিল,positive
220,বলৰ অভিনয় হৈছে বালৰ নাটকৰ নিস্তব্ধতা,negative
221,"মই কি কব পাৰিম! এইটো আশ্চৰ্যজনক আছিল! মই বহুদিন ধৰি এনে এটা ধুনীয়া অনুষ্ঠান দেখিছো শ্ৰীযুত মিজানুৰ ৰহমান আৰিয়ানলৈ অশেষ ধন্যবাদ. ইমান ধুনীয়া নাটক এখন উপস্থাপন কৰিবলৈ. নিশো বছ আৰু মেহজাবিনৰ বিষয়ে মই আৰু কি কব পাৰো! সদায়ৰ দৰে, শ্বেৰা",positive
222,অশ্লীলতাৰে পৰিপূৰ্ণ,negative
223,শেষটো ভাল আছিল,positive
224,বৰ ভাল লাগিল এখন ডাঙৰ নাটক চাবলৈ,positive
225,মাত্ৰ সময়ৰ অপচয়,negative
226,সবনম পদিয়াৰ মেজাজ দেখি মেজাজটো আৰু বেয়া হৈ পৰে,negative
227,"ভাল নাটক, নিশো বছ আৰু তাঞ্জিন তিছা শ্ৰেষ্ঠ যুটি, তেওলোকৰ অভিনয় মোৰ ভাল লাগে, আৰু কাহিনীটো আছিল আচৰিত",positive
228,"এইখন এখন সুন্দৰ নাটক, কিছুমান লোকৰ জীৱন কাহিনী সচাকৈয়ে এনেধৰণৰ",positive
229,"আশ্চৰ্যজনক, অতুলনীয়, অতুলনীয় ধন্যবাদ আৰিয়ান",positive
230,ইৰাজীত বিজ্ঞানৰ বানান শুদ্ধ নহয়!,negative
231,নাটকখনৰ এটা বিফলতা যিটো মই আগতীয়াকৈ জানিছিলো কি হব,negative
232,এইটো বহুত ভাল হবলৈ গৈ আছে,positive
233,এইটো সচাকৈয়ে এটা কৌতুক.,negative
234,নিশো বছৰ নাটকখন পাই মই বহুত সুখী,positive
235,কোৱা বাহুল্য যে শ্ৰেষ্ঠটোৱেই শ্ৰেষ্ঠ,positive
236,শ্বটো চাই ভাল লাগিল.,positive
237,তাৰকা জলচা ধৰণৰ নাটক,negative
238,এইখন এখন সুন্দৰ আৰু মাৰ্জিত নাটক আছিল!,positive
239,কি এক নাটক বনাবলৈ ! এইটো এটা কাহিনী! এইটো সাধাৰণ আপুনি বিয়াত টিউমাৰৰ খবৰ পাইছে নেকি:P বালাদেশৰ ডাক্তৰে এনেদৰেই ৰিপৰ্টটো চায়! আৰু কিছুমানে গালি পাৰিছিল:ডি :D,negative
240,"ইমান ধুনীয়া নাটক এখন মোৰ বেয়া লাগিছিল কাৰণটো মাত্ৰ এটা নিশোৱে আগতে প্ৰস্তাৱ দিছিল, নিশোৱে নিজে বিচ্ছেদ কৰিছিল, কিন্তু তিশাই সকলো ঠিকেই কৰিছিল তিশাতকৈ প্ৰেমৰ উত্তেজনাও বেছিকৈ দেখুওৱা হৈছে কিন্তু নিশোৱে একো নকৰিলে ইয়াৰ বাবে মই হতাশ হৈছো তেওলোক দুয়োৰে ইজনে সিজনৰ প্ৰতি একে আসক্তি থাকিব লাগিছিল যিটো দেখা নগল বৰ দুখজনক",negative
